"cancion_id";"titulo";"artista_id";"album";"anio_lanzamiento";"duracion_seg";"genero";"subgenero";"energia";"bailabilidad";"valencia";"acusticidad";"instrumentalidad";"tempo";"volumen_db";"explicito";"nombre_artistico";"seguidores";"total_reproducciones";"reproducciones_completadas";"ratio_completadas";"puntuacion_media";"num_valoraciones";"en_chart";"mejor_posicion_chart";"semanas_en_chart";"num_playlists"
1010;"Tema 1010";140;"Carlos Green - 25 Aniversario";"2024";346;"latin";"merengue";0.74;0.84;0.79;0.47;0.33;163;-23.5;0;"Carlos Green";10713394;30;21.0;0.7;4.25;8;1;2;3;2
1011;"Tema 1011";78;"María Johnson - Segundo Album";"2020";395;"electronica";"deep-house";0.65;0.9;0.38;0.15;0.34;159;-15.0;0;"María Johnson";240787;19;12.0;0.6316;3.89;9;1;26;1;2
1012;"Tema 1012";190;"Sofia Ramírez - Tercero";"2024";396;"rock";"rock-progresivo";0.99;0.33;0.42;0.36;0.14;114;-2.1;1;"Sofia Ramírez";840631;31;26.0;0.8387;3.58;12;1;13;2;4
1013;"Tema 1013";142;"Diego Sánchez - Quinto";"2024";294;"rock";"rock-alternativo";0.63;0.46;0.54;0.36;0.1;65;-19.1;1;"Diego Sánchez";880183;25;19.0;0.76;3.43;7;1;5;4;9
1014;"Tema 1014";139;"Ana García - 25 Aniversario";"2022";243;"pop";"pop-latino";0.74;0.57;0.83;0.27;0.3;168;-8.6;0;"Ana García";1365923;15;11.0;0.7333;4.0;8;1;2;4;6
1015;"Tema 1015";29;"Elefantes - Evolución";"2020";310;"rock";"rock-progresivo";0.68;0.47;0.65;0.27;0.39;189;-16.4;0;"Elefantes";4587523;25;13.0;0.52;3.7;10;1;6;1;9
1016;"Tema 1016";13;"Rosalía - Reflexión";"2020";349;"clasica";"opera";0.17;0.12;0.68;0.8;0.35;61;-3.6;0;"Rosalía";9032147;24;16.0;0.6667;4.14;7;1;7;3;3
1017;"Tema 1017";61;"Metallica - Reflexión";"2024";393;"flamenco";"flamenco-fusión";0.64;0.43;0.69;0.72;0.31;149;-16.7;0;"Metallica";4437042;14;9.0;0.6429;3.5;6;1;7;1;5
1018;"Tema 1018";171;"Alex Ramírez - Reflexión";"2024";191;"pop";"pop-rock";0.59;0.77;0.65;0.23;0.15;193;-19.0;0;"Alex Ramírez";3405555;28;20.0;0.7143;4.2;5;1;5;7;3
1019;"Tema 1019";27;"Sfdk - Nuevo";"2024";218;"indie";"indie-folk";0.56;0.6;0.48;0.46;0.27;176;-21.9;1;"Sfdk";1213679;25;21.0;0.84;3.56;9;1;28;1;9
1020;"Tema 1020";183;"Gabriel Fernández - Reincidencia";"2023";161;"pop";"pop-activo";0.51;0.83;0.79;0.27;0.26;75;-29.1;0;"Gabriel Fernández";7768571;21;11.0;0.5238;3.82;11;1;16;1;6
1021;"Tema 1021";34;"Drake - Vueltas";"2021";348;"reggaeton";"reggaeton-puro";0.89;0.9;0.62;0.07;0.03;154;-24.2;0;"Drake";24289502;32;21.0;0.6563;3.75;8;1;18;2;3
1022;"Tema 1022";104;"Emma Smith - 25 Aniversario";"2024";385;"latin";"bachata";0.93;0.8;0.74;0.22;0.02;127;-8.5;0;"Emma Smith";2141311;28;18.0;0.6429;4.1;10;1;4;2;3
1023;"Tema 1023";163;"Carlos Johnson - Reincidencia";"2023";370;"rap";"rap-consciente";0.86;0.78;0.4;0.15;0.07;101;-24.3;1;"Carlos Johnson";3021513;21;11.0;0.5238;3.86;14;1;9;1;2
1024;"Tema 1024";33;"The Weeknd - Vueltas";"2023";186;"electronica";"trance";0.78;0.7;0.42;0.1;0.26;195;-5.3;1;"The Weeknd";1038111;29;19.0;0.6552;3.6;10;1;33;3;5
1025;"Tema 1025";55;"Arctic Monkeys - Vueltas";"2023";136;"indie";"indie-pop";0.51;0.24;0.44;0.69;0.24;154;-8.7;0;"Arctic Monkeys";7788435;28;16.0;0.5714;4.17;6;1;11;2;4
1026;"Tema 1026";31;"Extremoduro - 25 Aniversario";"2023";176;"latin";"cumbia";0.6;0.83;0.61;0.43;0.37;154;-0.9;0;"Extremoduro";4776665;34;22.0;0.6471;4.14;7;1;15;3;4
1027;"Tema 1027";11;"Javier Álvarez - Cambio de Dirección";"2021";180;"pop";"pop-latino";0.62;0.66;0.88;0.3;0.03;138;-16.0;0;"Javier Álvarez";203996;21;13.0;0.619;4.63;8;1;13;1;6
1028;"Tema 1028";78;"María Johnson - Quinto";"2023";134;"electronica";"techno";0.7;0.76;0.53;0.09;0.14;96;-25.1;0;"María Johnson";240787;35;21.0;0.6;3.25;4;1;19;1;2
1029;"Tema 1029";108;"Gabriel García - Debut";"2022";265;"pop";"pop-urbano";0.6;0.79;0.77;0.2;0.37;106;-2.6;0;"Gabriel García";4236247;31;14.0;0.4516;4.5;10;1;28;3;8
1030;"Tema 1030";126;"Francisco Fernández - Debut";"2020";400;"rock";"rock-progresivo";0.68;0.31;0.6;0.43;0.39;77;-3.3;0;"Francisco Fernández";1681173;18;12.0;0.6667;3.73;11;1;10;4;4
1031;"Tema 1031";107;"Juan Rodríguez - Vueltas";"2024";278;"indie";"post-punk";0.6;0.47;0.31;0.32;0.18;175;-11.1;0;"Juan Rodríguez";1594845;17;14.0;0.8235;4.14;7;1;6;5;3
1032;"Tema 1032";97;"Sofia Smith - Vueltas";"2024";187;"reggaeton";"reggaeton-trap";0.87;0.95;0.51;0.11;0.04;189;-17.6;0;"Sofia Smith";2229036;33;24.0;0.7273;3.5;8;1;4;1;3
1033;"Tema 1033";195;"Francisco Fernández - Vueltas";"2023";196;"r&b";"r&b-contemporaneo";0.66;0.71;0.8;0.21;0.2;82;-20.1;0;"Francisco Fernández";1252139;24;21.0;0.875;3.6;5;1;12;1;3
1034;"Tema 1034";171;"Alex Ramírez - 25 Aniversario";"2023";318;"pop";"pop-urbano";0.58;0.8;0.77;0.36;0.08;161;-3.8;0;"Alex Ramírez";3405555;37;25.0;0.6757;4.13;8;1;15;1;6
1035;"Tema 1035";12;"Juan Luis Guerra - Regreso";"2023";262;"rock";"rock-duro";0.62;0.57;0.43;0.23;0.2;102;-1.8;0;"Juan Luis Guerra";17617787;26;20.0;0.7692;3.0;14;1;9;3;2
1036;"Tema 1036";147;"Laura Fernández - Regreso";"2022";183;"reggaeton";"reggaeton-puro";0.71;0.87;0.74;0.08;0.08;109;-17.3;0;"Laura Fernández";2831476;20;13.0;0.65;3.29;7;0;0;0;4
1037;"Tema 1037";139;"Ana García - 25 Aniversario";"2020";387;"pop";"pop-urbano";0.55;0.82;0.8;0.25;0.4;181;-16.0;0;"Ana García";1365923;25;17.0;0.68;3.44;9;1;16;2;3
1038;"Tema 1038";5;"Duncan Dhu - Segundo Album";"2024";212;"clasica";"orquesta";0.13;0.08;0.42;0.75;0.38;130;-7.0;0;"Duncan Dhu";948124;21;13.0;0.619;4.0;3;1;31;2;3
1039;"Tema 1039";63;"Jay-Z - Evolución";"2024";347;"r&b";"r&b-soul";0.49;0.68;0.69;0.48;0.35;196;-14.5;0;"Jay-Z";14616462;19;17.0;0.8947;3.57;7;1;16;2;4
1040;"Tema 1040";103;"Francisco Stone - 25 Aniversario";"2020";371;"latin";"cumbia";0.87;0.84;0.77;0.25;0.05;147;-14.1;0;"Francisco Stone";1142190;21;11.0;0.5238;4.17;6;1;32;1;6
1041;"Tema 1041";107;"Juan Rodríguez - Debut";"2024";282;"indie";"dream-pop";0.43;0.21;0.66;0.22;0.24;125;-13.8;1;"Juan Rodríguez";1594845;30;21.0;0.7;4.0;4;1;19;3;8
1042;"Tema 1042";26;"Taburete - Cambio de Dirección";"2021";266;"clasica";"camara";0.58;0.15;0.23;0.87;0.34;106;-0.1;0;"Taburete";7789680;27;19.0;0.7037;4.6;5;1;8;2;2
1043;"Tema 1043";23;"Camarón de la Isla - Tercero";"2022";328;"clasica";"camara";0.32;0.1;0.65;0.76;0.25;75;-17.8;0;"Camarón de la Isla";1827577;27;18.0;0.6667;3.67;6;1;20;1;2
1044;"Tema 1044";84;"Alex Green - Tercero";"2020";149;"flamenco";"flamenco-pop";0.52;0.54;0.51;0.87;0.38;159;-22.0;1;"Alex Green";207004;34;26.0;0.7647;3.22;9;1;1;3;6
1045;"Tema 1045";37;"Ed Sheeran - Reincidencia";"2022";252;"indie";"dream-pop";0.71;0.23;0.57;0.24;0.37;90;-7.0;1;"Ed Sheeran";3406302;32;23.0;0.7188;3.83;6;1;2;3;4
1046;"Tema 1046";62;"Eminem - Reflexión";"2024";241;"latin";"bachata";0.83;0.91;0.79;0.59;0.29;190;-2.3;0;"Eminem";3032483;30;21.0;0.7;4.29;7;1;4;2;2
1047;"Tema 1047";99;"Gabriel González - Segundo Album";"2022";151;"clasica";"opera";0.36;0.04;0.46;0.74;0.24;178;-15.5;0;"Gabriel González";87243;28;21.0;0.75;3.57;7;1;1;4;4
1048;"Tema 1048";17;"Pablo Alborán - Vueltas";"2020";328;"indie";"indie-pop";0.61;0.21;0.4;0.45;0.38;64;-18.5;0;"Pablo Alborán";1913768;25;15.0;0.6;3.5;6;1;3;4;4
1049;"Tema 1049";151;"María García - Regreso";"2020";246;"latin";"regional-mexicano";0.75;0.88;0.78;0.32;0.16;92;-23.5;0;"María García";7176582;27;19.0;0.7037;3.8;5;1;29;1;7
1050;"Tema 1050";105;"María Johnson - Vueltas";"2020";376;"rap";"hip-hop";0.99;0.65;0.45;0.01;0.09;96;-6.6;0;"María Johnson";7153796;21;15.0;0.7143;3.22;9;1;27;1;3
1051;"Tema 1051";44;"Justin Bieber - Reflexión";"2021";395;"rap";"rap-consciente";0.76;0.63;0.49;0.0;0.03;175;-5.8;1;"Justin Bieber";19703383;25;21.0;0.84;4.0;9;1;8;3;3
1052;"Tema 1052";119;"María Johnson - 25 Aniversario";"2022";205;"clasica";"orquesta";0.49;0.27;0.63;0.9;0.02;75;-6.5;0;"María Johnson";6702440;30;23.0;0.7667;3.5;4;1;22;2;2
1053;"Tema 1053";124;"Luis García - Quinto";"2024";248;"latin";"bachata";0.9;0.9;0.75;0.29;0.34;149;-8.2;0;"Luis García";359776;24;18.0;0.75;4.0;5;1;7;3;6
1054;"Tema 1054";55;"Arctic Monkeys - 25 Aniversario";"2024";264;"indie";"indie-rock";0.79;0.28;0.41;0.31;0.32;101;-24.4;0;"Arctic Monkeys";7788435;25;19.0;0.76;3.13;8;1;21;1;3
1055;"Tema 1055";145;"Gabriel Torres - Segundo Album";"2022";165;"electronica";"electro-house";0.63;0.95;0.31;0.13;0.15;91;-4.8;0;"Gabriel Torres";1015749;31;19.0;0.6129;3.88;8;1;1;3;6
1056;"Tema 1056";186;"Emma Brown - Cambio de Dirección";"2022";341;"clasica";"camara";0.38;0.27;0.66;0.7;0.03;189;-22.5;0;"Emma Brown";3246288;29;17.0;0.5862;4.14;7;1;25;2;6
1057;"Tema 1057";82;"Miguel Torres - Regreso";"2022";253;"reggaeton";"reggaeton-romantico";0.9;0.98;0.58;0.12;0.08;129;-5.9;1;"Miguel Torres";2938903;26;19.0;0.7308;4.25;12;1;2;6;5
1058;"Tema 1058";83;"David Rodríguez - Nuevo";"2021";355;"pop";"synth-pop";0.79;0.59;0.7;0.13;0.22;144;-14.9;1;"David Rodríguez";1215456;23;14.0;0.6087;4.44;9;1;2;4;0
1059;"Tema 1059";178;"Miguel González - Tercero";"2020";363;"indie";"indie-rock";0.37;0.42;0.47;0.46;0.23;62;-29.7;0;"Miguel González";1476876;25;17.0;0.68;3.86;7;1;6;5;1
1060;"Tema 1060";106;"Carlos González - Cambio de Dirección";"2023";321;"rock";"grunge";0.9;0.51;0.45;0.12;0.3;80;-1.3;0;"Carlos González";870216;25;22.0;0.88;3.43;7;1;6;3;7
1061;"Tema 1061";167;"Ana Smith - Regreso";"2020";395;"latin";"cumbia";0.68;0.78;0.66;0.43;0.06;173;-19.3;0;"Ana Smith";1170430;24;17.0;0.7083;4.3;10;1;31;2;6
1062;"Tema 1062";91;"Francisco Green - Reincidencia";"2024";303;"clasica";"musica-clasica-instrumental";0.45;0.17;0.39;0.83;0.22;105;-29.8;0;"Francisco Green";392117;21;17.0;0.8095;3.38;8;1;13;4;0
1063;"Tema 1063";179;"Luis Green - Debut";"2020";356;"clasica";"opera";0.14;0.26;0.24;0.91;0.37;109;-21.9;0;"Luis Green";8291031;21;13.0;0.619;4.14;7;1;12;4;4
1064;"Tema 1064";57;"David Bowie - Evolución";"2020";263;"latin";"merengue";0.73;0.84;0.86;0.58;0.3;109;-27.4;1;"David Bowie";1241243;18;11.0;0.6111;3.22;9;1;12;4;4
1065;"Tema 1065";158;"Juan Pérez - Regreso";"2022";233;"rap";"hip-hop";0.9;0.74;0.49;0.01;0.08;186;-6.3;0;"Juan Pérez";4311662;22;16.0;0.7273;3.17;6;1;1;3;1
1066;"Tema 1066";10;"Fito & Fitipaldis - Quinto";"2023";227;"indie";"indie-rock";0.53;0.35;0.49;0.63;0.3;110;-21.8;0;"Fito & Fitipaldis";6256250;16;11.0;0.6875;2.88;8;0;0;0;5
1067;"Tema 1067";164;"Alex García - Reincidencia";"2020";262;"rock";"grunge";0.65;0.38;0.67;0.33;0.21;188;-12.1;0;"Alex García";2312155;30;19.0;0.6333;3.78;9;1;16;1;5
1068;"Tema 1068";142;"Diego Sánchez - Cuarto";"2024";209;"rock";"rock-duro";0.75;0.54;0.51;0.15;0.05;92;-13.9;0;"Diego Sánchez";880183;19;11.0;0.5789;4.14;7;1;7;5;3
1069;"Tema 1069";33;"The Weeknd - Quinto";"2024";236;"electronica";"trance";0.97;0.71;0.73;0.11;0.1;130;-28.9;1;"The Weeknd";1038111;21;12.0;0.5714;4.6;5;1;2;3;0
1070;"Tema 1070";174;"Laura González - Debut";"2024";249;"rock";"grunge";0.64;0.52;0.38;0.25;0.2;176;-8.2;1;"Laura González";780472;22;18.0;0.8182;3.75;8;1;7;3;2
1071;"Tema 1071";110;"David Smith - Regreso";"2020";285;"pop";"pop-rock";0.45;0.64;0.69;0.26;0.33;164;-24.8;0;"David Smith";250312;20;13.0;0.65;3.38;8;1;31;2;8
1072;"Tema 1072";175;"Emma Martínez - Cambio de Dirección";"2023";373;"r&b";"r&b-contemporaneo";0.68;0.71;0.62;0.38;0.16;192;-25.8;0;"Emma Martínez";3118373;27;19.0;0.7037;4.15;13;1;22;2;6
1073;"Tema 1073";185;"Carlos Smith - Cuarto";"2020";262;"latin";"bachata";0.83;0.83;0.79;0.34;0.36;196;-12.4;0;"Carlos Smith";904982;34;20.0;0.5882;3.83;6;1;14;2;3
1074;"Tema 1074";2;"Recycled J - Reincidencia";"2021";291;"rap";"trap-latino";0.73;0.76;0.6;0.16;0.2;66;-3.2;0;"Recycled J";15150607;36;25.0;0.6944;4.0;6;1;9;3;6
1075;"Tema 1075";58;"Queen - Evolución";"2023";158;"r&b";"neo-soul";0.49;0.62;0.76;0.46;0.27;110;-4.2;1;"Queen";2245077;28;16.0;0.5714;4.0;9;1;32;2;3
1076;"Tema 1076";80;"Francisco Stone - Segundo Album";"2020";134;"pop";"pop-rock";0.44;0.8;0.63;0.15;0.1;170;-17.5;0;"Francisco Stone";379450;23;17.0;0.7391;4.0;5;1;11;2;1
1077;"Tema 1077";152;"Emma Green - Reflexión";"2022";248;"r&b";"neo-soul";0.49;0.6;0.45;0.22;0.23;87;-16.7;0;"Emma Green";831581;23;17.0;0.7391;3.0;2;1;1;2;5
1078;"Tema 1078";88;"Carlos González - Debut";"2022";386;"rap";"hip-hop";0.8;0.86;0.66;0.15;0.13;78;-7.7;0;"Carlos González";3054668;31;23.0;0.7419;3.63;8;1;10;3;4
1079;"Tema 1079";159;"Gabriel García - Vueltas";"2020";348;"flamenco";"flamenco-puro";0.56;0.45;0.54;0.92;0.1;81;-28.1;0;"Gabriel García";823999;27;20.0;0.7407;4.33;9;1;2;3;5
1080;"Tema 1080";9;"Bunbury - Reincidencia";"2022";153;"indie";"indie-pop";0.37;0.63;0.62;0.33;0.22;75;-14.2;0;"Bunbury";4695410;19;16.0;0.8421;4.07;14;1;8;2;3
1081;"Tema 1081";114;"Juan Johnson - Debut";"2022";341;"electronica";"house";0.86;0.68;0.73;0.05;0.28;86;-29.5;0;"Juan Johnson";4962661;29;19.0;0.6552;4.0;10;1;15;2;2
1082;"Tema 1082";144;"María Rodríguez - Debut";"2022";315;"indie";"dream-pop";0.49;0.38;0.57;0.24;0.32;84;-23.5;0;"María Rodríguez";1083791;26;19.0;0.7308;2.89;9;1;4;5;3
1083;"Tema 1083";106;"Carlos González - Cuarto";"2024";125;"rock";"hard-rock";0.87;0.54;0.52;0.4;0.26;158;-19.3;0;"Carlos González";870216;26;23.0;0.8846;3.0;5;1;14;5;5
1084;"Tema 1084";110;"David Smith - 25 Aniversario";"2024";171;"pop";"pop-latino";0.72;0.6;0.73;0.32;0.15;66;-20.9;0;"David Smith";250312;26;18.0;0.6923;3.38;8;1;3;3;3
1085;"Tema 1085";85;"José Johnson - 25 Aniversario";"2021";175;"reggaeton";"reggaeton-puro";0.84;0.96;0.77;0.11;0.26;63;-2.9;0;"José Johnson";1127465;35;27.0;0.7714;4.0;8;1;4;3;3
1086;"Tema 1086";18;"Enrique Iglesias - 25 Aniversario";"2021";184;"electronica";"trance";0.64;0.68;0.65;0.12;0.34;125;-17.5;0;"Enrique Iglesias";3819639;28;20.0;0.7143;4.0;6;1;3;1;7
1087;"Tema 1087";124;"Luis García - Evolución";"2024";347;"latin";"salsa";0.63;0.81;0.67;0.32;0.31;122;-27.7;1;"Luis García";359776;24;17.0;0.7083;3.9;10;1;8;5;3
1088;"Tema 1088";12;"Juan Luis Guerra - Debut";"2021";279;"rock";"grunge";0.93;0.43;0.54;0.14;0.13;171;-27.3;0;"Juan Luis Guerra";17617787;18;14.0;0.7778;4.14;7;1;10;3;7
1089;"Tema 1089";167;"Ana Smith - Reflexión";"2022";279;"latin";"regional-mexicano";0.94;0.9;0.74;0.29;0.37;198;-19.7;0;"Ana Smith";1170430;26;19.0;0.7308;3.5;8;1;21;2;3
1090;"Tema 1090";38;"Bad Bunny - Vueltas";"2022";295;"r&b";"r&b-contemporaneo";0.46;0.67;0.78;0.1;0.1;154;-1.8;0;"Bad Bunny";1322218;17;11.0;0.6471;3.0;6;1;11;2;2
1091;"Tema 1091";133;"Juan Ramírez - 25 Aniversario";"2021";149;"latin";"salsa";0.66;0.73;0.77;0.54;0.19;189;-0.2;0;"Juan Ramírez";393041;18;10.0;0.5556;4.0;7;1;2;2;4
1092;"Tema 1092";144;"María Rodríguez - Debut";"2023";296;"indie";"indie-pop";0.64;0.24;0.8;0.4;0.11;111;-13.3;0;"María Rodríguez";1083791;17;8.0;0.4706;4.14;7;0;0;0;6
1093;"Tema 1093";52;"Coldplay - Reflexión";"2020";294;"flamenco";"flamenco-fusión";0.62;0.43;0.4;0.78;0.33;181;-12.8;0;"Coldplay";12437963;29;21.0;0.7241;3.64;11;1;28;3;5
1094;"Tema 1094";120;"Sofia González - 25 Aniversario";"2022";291;"clasica";"opera";0.6;0.09;0.34;0.75;0.07;167;-21.4;0;"Sofia González";2335299;30;24.0;0.8;3.82;11;1;7;1;2
1095;"Tema 1095";27;"Sfdk - Vueltas";"2020";373;"indie";"indie-pop";0.7;0.65;0.79;0.32;0.35;60;-20.2;0;"Sfdk";1213679;25;14.0;0.56;3.89;9;1;14;4;3
1096;"Tema 1096";178;"Miguel González - Cuarto";"2023";229;"indie";"indie-pop";0.36;0.64;0.62;0.28;0.17;183;-21.4;0;"Miguel González";1476876;27;19.0;0.7037;3.78;9;1;5;4;8
1097;"Tema 1097";85;"José Johnson - Reflexión";"2023";225;"reggaeton";"reggaeton-romantico";0.92;0.89;0.8;0.01;0.14;107;-15.5;0;"José Johnson";1127465;22;17.0;0.7727;4.4;5;1;29;2;1
1098;"Tema 1098";2;"Recycled J - Nuevo";"2020";157;"rap";"trap";0.85;0.71;0.59;0.17;0.38;67;-5.8;0;"Recycled J";15150607;28;19.0;0.6786;3.91;11;1;5;2;9
1099;"Tema 1099";37;"Ed Sheeran - Quinto";"2023";219;"indie";"post-punk";0.73;0.48;0.71;0.35;0.16;152;-20.5;1;"Ed Sheeran";3406302;17;14.0;0.8235;4.0;11;0;0;0;2
1100;"Tema 1100";8;"Leiva - Cuarto";"2021";265;"flamenco";"flamenco-fusión";0.69;0.51;0.78;0.73;0.04;116;-14.2;0;"Leiva";10156154;20;14.0;0.7;3.67;9;1;6;3;4
1101;"Tema 1101";185;"Carlos Smith - Tercero";"2022";245;"latin";"salsa";0.62;0.73;0.67;0.39;0.17;110;-6.0;1;"Carlos Smith";904982;21;18.0;0.8571;3.89;9;1;10;2;4
1102;"Tema 1102";68;"David Guetta - Segundo Album";"2020";190;"flamenco";"rumba";0.8;0.57;0.53;0.73;0.31;88;-28.4;0;"David Guetta";13463868;30;18.0;0.6;3.5;4;1;2;4;5
1103;"Tema 1103";54;"Oasis - Quinto";"2023";242;"pop";"pop-latino";0.41;0.78;0.69;0.14;0.09;155;-2.0;0;"Oasis";18517215;20;12.0;0.6;5.0;3;1;23;1;3
1104;"Tema 1104";135;"José Martínez - Reflexión";"2024";342;"clasica";"orquesta";0.53;0.21;0.44;0.86;0.39;90;-1.0;1;"José Martínez";8599363;23;18.0;0.7826;4.0;6;0;0;0;3
1105;"Tema 1105";34;"Drake - Reflexión";"2021";218;"reggaeton";"reggaeton-romantico";0.76;0.96;0.48;0.04;0.27;155;-17.8;0;"Drake";24289502;22;11.0;0.5;4.1;10;1;11;3;0
1106;"Tema 1106";110;"David Smith - Regreso";"2021";143;"pop";"synth-pop";0.77;0.53;0.7;0.38;0.36;108;-25.3;0;"David Smith";250312;26;21.0;0.8077;3.56;9;1;8;3;2
1107;"Tema 1107";76;"Ozuna - Reflexión";"2021";287;"r&b";"neo-soul";0.53;0.69;0.46;0.49;0.37;73;-25.0;0;"Ozuna";10945303;29;22.0;0.7586;3.67;6;1;45;1;5
1108;"Tema 1108";72;"Bob Marley - Tercero";"2024";370;"electronica";"techno";0.65;0.63;0.75;0.03;0.17;80;-16.5;0;"Bob Marley";2272315;19;17.0;0.8947;3.5;4;1;6;1;4
1109;"Tema 1109";170;"Laura Sánchez - 25 Aniversario";"2020";205;"clasica";"musica-clasica-instrumental";0.4;0.02;0.31;0.98;0.36;190;-6.6;0;"Laura Sánchez";2691335;26;19.0;0.7308;3.2;5;0;0;0;1
1110;"Tema 1110";133;"Juan Ramírez - Vueltas";"2021";284;"latin";"merengue";0.61;0.78;0.79;0.31;0.36;194;-11.0;0;"Juan Ramírez";393041;25;17.0;0.68;3.71;7;1;31;1;3
1111;"Tema 1111";184;"Juan González - Vueltas";"2023";257;"indie";"post-punk";0.34;0.65;0.78;0.24;0.21;162;-20.9;0;"Juan González";6305001;22;14.0;0.6364;3.88;8;1;28;1;1
1112;"Tema 1112";150;"David Fernández - Regreso";"2020";226;"indie";"indie-pop";0.5;0.29;0.59;0.68;0.2;111;-27.5;0;"David Fernández";989877;26;19.0;0.7308;4.11;9;1;1;4;4
1113;"Tema 1113";61;"Metallica - Reincidencia";"2021";276;"flamenco";"rumba";0.75;0.54;0.74;0.77;0.08;156;-24.3;0;"Metallica";4437042;24;18.0;0.75;3.63;8;0;0;0;5
1114;"Tema 1114";96;"Gabriel Fernández - Quinto";"2024";163;"clasica";"camara";0.48;0.08;0.58;0.76;0.13;81;-16.0;0;"Gabriel Fernández";2052444;21;14.0;0.6667;3.6;5;1;18;1;5
1115;"Tema 1115";133;"Juan Ramírez - Nuevo";"2021";141;"latin";"bachata";0.93;0.93;0.66;0.34;0.06;191;-14.7;0;"Juan Ramírez";393041;32;24.0;0.75;4.33;3;1;3;5;2
1116;"Tema 1116";110;"David Smith - Vueltas";"2023";341;"pop";"pop-rock";0.58;0.82;0.87;0.22;0.2;154;-3.1;0;"David Smith";250312;20;14.0;0.7;3.75;8;1;7;3;4
1117;"Tema 1117";82;"Miguel Torres - Quinto";"2023";132;"reggaeton";"reggaeton-trap";0.94;0.8;0.53;0.08;0.09;173;-24.0;1;"Miguel Torres";2938903;27;18.0;0.6667;4.0;3;1;28;1;5
1118;"Tema 1118";166;"Miguel Smith - Segundo Album";"2022";162;"rock";"rock-progresivo";0.62;0.49;0.41;0.12;0.09;188;-5.9;0;"Miguel Smith";5420934;30;17.0;0.5667;4.33;6;1;43;2;4
1119;"Tema 1119";165;"Sofia González - Segundo Album";"2022";236;"indie";"indie-rock";0.73;0.44;0.51;0.69;0.08;90;-23.5;1;"Sofia González";293887;28;19.0;0.6786;3.6;5;1;10;2;4
1120;"Tema 1120";10;"Fito & Fitipaldis - Cambio de Dirección";"2021";290;"indie";"indie-pop";0.45;0.29;0.49;0.66;0.25;144;-17.6;0;"Fito & Fitipaldis";6256250;17;14.0;0.8235;3.78;9;1;1;7;2
1121;"Tema 1121";191;"Ana Fernández - Reflexión";"2022";217;"pop";"synth-pop";0.77;0.52;0.58;0.27;0.25;95;-28.8;0;"Ana Fernández";303178;24;16.0;0.6667;4.4;5;0;0;0;2
1122;"Tema 1122";193;"Ana Ramírez - Evolución";"2024";253;"reggaeton";"reggaeton-puro";0.82;0.93;0.68;0.13;0.13;136;-27.2;0;"Ana Ramírez";6930323;29;20.0;0.6897;3.67;6;1;9;2;5
1123;"Tema 1123";89;"Sofia González - Reflexión";"2023";327;"electronica";"trance";0.77;0.65;0.77;0.07;0.13;63;-7.0;0;"Sofia González";6556755;24;19.0;0.7917;3.22;9;1;9;1;5
1124;"Tema 1124";132;"Juan García - Reflexión";"2021";323;"r&b";"neo-soul";0.57;0.59;0.72;0.45;0.27;118;-28.6;0;"Juan García";763502;27;18.0;0.6667;4.0;10;1;36;2;4
1125;"Tema 1125";54;"Oasis - Vueltas";"2021";384;"pop";"synth-pop";0.63;0.77;0.55;0.17;0.35;179;-29.4;0;"Oasis";18517215;27;13.0;0.4815;3.36;11;1;7;2;4
1126;"Tema 1126";119;"María Johnson - Nuevo";"2020";280;"clasica";"camara";0.48;0.14;0.42;0.7;0.33;169;-19.2;0;"María Johnson";6702440;22;18.0;0.8182;3.25;12;1;11;1;4
1127;"Tema 1127";179;"Luis Green - Reincidencia";"2021";344;"clasica";"musica-clasica-instrumental";0.37;0.2;0.55;0.99;0.21;67;-18.0;0;"Luis Green";8291031;23;20.0;0.8696;3.25;12;1;7;4;4
1128;"Tema 1128";148;"María Pérez - Tercero";"2022";124;"r&b";"smooth-jazz";0.73;0.69;0.52;0.15;0.34;150;-19.1;0;"María Pérez";2105558;16;10.0;0.625;3.17;6;1;40;2;5
1129;"Tema 1129";108;"Gabriel García - Reincidencia";"2023";395;"pop";"pop-latino";0.66;0.66;0.58;0.28;0.02;143;-17.6;0;"Gabriel García";4236247;29;19.0;0.6552;4.38;8;1;23;2;6
1130;"Tema 1130";146;"María Fernández - Reflexión";"2020";191;"flamenco";"flamenco-fusión";0.72;0.57;0.7;0.93;0.31;144;-28.8;0;"María Fernández";122753;31;24.0;0.7742;2.0;5;1;4;3;4
1131;"Tema 1131";155;"Luis Green - 25 Aniversario";"2024";320;"electronica";"electro-house";0.68;0.79;0.77;0.13;0.34;112;-20.9;0;"Luis Green";12742110;26;17.0;0.6538;4.0;7;1;5;2;7
1132;"Tema 1132";17;"Pablo Alborán - Cambio de Dirección";"2023";216;"indie";"dream-pop";0.51;0.44;0.38;0.22;0.38;87;-22.8;0;"Pablo Alborán";1913768;23;18.0;0.7826;4.56;9;1;20;4;5
1133;"Tema 1133";116;"David López - Regreso";"2022";167;"rap";"hip-hop";0.77;0.63;0.67;0.12;0.27;86;-2.7;0;"David López";6164559;27;18.0;0.6667;3.7;10;1;17;2;3
